participant_file,sent_id,condition,authority_rating,explanation_text
no.012,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The force of an involuntary partnership is controlling.""}"
no.012,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This is to maintain schedules. Authoritarians would delay.""}"
no.012,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""Regulations to provide proof are fair and reasonable.""}"
no.012,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""I honestly have no idea what this means.""}"
no.012,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""This is just a contract agreement that can be agreed to our not.""}"
no.012,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Maintainng responsibility over funds when in your care is a reasonable rule to follow.""}"
no.012,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""Using unused funds for the same purpose the next year is just basic accounting practices.""}"
no.013,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""cause the text clearly says they can drive during both those specific probation blocks and once theyre finished""}"
no.013,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""cause the language used is super formal and direct, sticking to that classic shall phrasing that makes it clear these are strict legal requirements, not just suggestions.""}"
no.013,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""cause it sounds like it is going to establish rules that sound like they have the full weight of the government behind them""}"
no.013,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""cause it gives the agent total control and explicitly blocks any court from stepping in to review the decision""}"
no.013,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It feels very authoritative because it clearly defines the hierarchy and specific limits of power, using formal terms like \""contracting for the conduct of\"" and \""authorized to act.\""""}"
no.013,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""The wording is super formal and dense, using specific phrases like \""as the Administrator deems necessary\"" and \""in the conduct of their official duties\"" that show clear legal power.""}"
no.013,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""This text uses super formal language like \""conclusively be deemed,\"" which basically means the government's word is final if you don't act fast""}"
no.013,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""to make safety checks and immediate repairs a legal requirement rather than a suggestion""}"
no.013,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It sounds very authoritative because it gives the Secretary of the treasury direct power to create regulations while setting strict, data driven requirements for how that power is used""}"
no.013,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""this reads as very authoritative because it dictates specific procedures to the court system and sets a hard 30 day deadline for the court of appeals to act\n""}"
no.013,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""This reads as very authoritative because it uses shall to impose a mandatory federal requirement on state agencies, leaving them no choice but to comply.""}"
no.013,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""This provision sounds very authoritative because it creates an automatic legal mechanism \""shall be deemed\"" that overrides the usual legislative process to ensure the government stays funded""}"
no.013,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""This text carries a high level of authority because it establishes strict legal classifications and specifically grants the court the power to demand financial guarantees like bonds.""}"
no.013,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""This text is very authoritative because it defines a precise financial commitment while strictly limiting executive power through the legislative \""power of the purse.\""""}"
no.013,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""This provision sounds very authoritative because it starts with an absolute prohibition on the use of funds, leaving no room for executive discretion""}"
no.013,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""This text is very authoritative because it uses specialized legal terminology like \""pecuniarily responsible\"" to establish a strict""}"
no.014,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""It sounds authoritative because it uses clear, mandatory legal language.""}"
no.014,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""It sounds authoritative because it clearly assigns financial responsibility and legal penalties.""}"
no.014,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""It sounds authoritative because it clearly defines legal powers, rights, and limits using formal language.""}"
no.014,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It sounds authoritative because it uses mandatory language and clearly states the agency’s duties.""}"
no.014,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It sounds authoritative because it clearly grants authority while strictly limiting it through appropriations law.""}"
no.014,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""It sounds authoritative because it clearly sets an automatic legal consequence using mandatory language.""}"
no.014,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It sounds authoritative because it clearly states when driving is allowed and gives the Secretary power to limit it for safety.""}"
no.014,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""It sounds authoritative because it uses clear, mandatory safety rules.""}"
no.014,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""It clearly prohibits certain uses of funds using firm legal language.""}"
no.014,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It grants clear discretionary authority using formal legal language and specifies who may carry firearms.""}"
no.014,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""It sets binding rules, deadlines, and consequences using formal legal language.""}"
no.014,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""It uses mandatory language and clearly limits how the seal may be used.""}"
no.014,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""It clearly sets legal consequences, enforcement methods, and strict deadlines using mandatory language.""}"
no.014,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""It grants broad decision making power and explicitly bars court review using firm legal language.""}"
no.014,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It clearly grants authority while setting firm limits using formal legal language.""}"
no.014,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It clearly defines legal treatment and gives the court power to require financial protection using formal legal language.""}"
no.015,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The legislation seems purely fact-based and follows a set pattern with bias. Authoritarian, but not micromanaging.""}"
no.015,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""The legislation seemed generic, with guidelines, not commands. Reads like stereo instructions.""}"
no.015,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It is a guideline that does not tell the Administrator to perform an action, but rather authorizes them to perform the action.""}"
no.015,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""The \""may\"" language indicates that the legislation is advisory and not compulsory.""}"
no.015,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The legislation basically mandates that if a budget isn't passed, then last year's amount WILL be used.""}"
no.015,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""The legislation uses\""may\"" language, so it is not mandatory.""}"
no.015,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""This is giving all the power to the liquidating agent, and cutting out courts. Non-arbitration is authoritarian.""}"
no.015,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""The legislation seems to be allowing the personnel to entrust the money, but is stating that they are responsible for the funds.""}"
no.015,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This mandates that the seal will be used, but does not have an authoritarian tone.""}"
no.015,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""This allows apprentices to drive the vehicles, but does not give the power to the Secretary, unless there is a safety concern.""}"
no.015,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""Allows for serving a subpoena anywhere in the US, with no exception.""}"
no.015,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""The authority is provided, but the funds are not mandated to be contributed.""}"
no.015,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""The legislation mandates the reporting while giving options for satisfying the requirement.""}"
no.015,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""Mostly just allows items to be used or not. Very passive communication.""}"
no.015,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""This legislation mandates that the court shall act no later than 30 days. It seems authoritarian in nature.""}"
no.015,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""The Legislation is all about what cannot happen.""}"
no.016,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""It sounds more factual, like its making a statement than it is saying what and how something will happen.""}"
no.016,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""It uses the words \""may satisfy\"" which suggests there is a choice. Not a command""}"
no.016,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It is stating what is required and how that would be fulfilled,""}"
no.016,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""There is a very definitive timeline for action.""}"
no.016,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""It gives the impression on whether or not someone just decides something is necessary. not specifics. ""}"
no.016,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""The language is definitive and not vague""}"
no.016,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""It reads like rules. The language is specific.""}"
no.016,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The language is very general and states what may be done. ""}"
no.016,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""The language gives consequences for mishandling the money in whatever way.""}"
no.016,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""The language is more specific with regards to where served, and what is allows. ""}"
no.016,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""The language is specific as to what needs to be checked, and when corrected, but no consequence""}"
no.016,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""It seems confusing a bit. The language is pretty vague and there are no specifics""}"
no.016,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""Its just stating something. The language is confusing as well. ""}"
no.016,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""There are specifics as to what the building can be used for and under. It is very clear and concise. ""}"
no.016,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""Its simply stating what may be allowed. there is nothing regarding enforcement or consequence. ""}"
no.016,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This reads more like guidelines to a job. ""}"
no.017,/us/usc/t48/s1423j__s1_k3,HLS,NA,"{""Q0"":""This is government \""Legaleze\"" that common folks have to read several times to comprehend.  Put in simple terms and still have the same meaning.""}"
no.017,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""I guess it makes sense to those in command, but again, plain English is so much more appreciated for commoners to read.""}"
no.017,/us/usc/t30/s862__s31_k3,HLS,NA,"{""Q0"":""That proclamation actually makes sense - and it's a good thing.""}"
no.017,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""Sounded rather authoritative..""}"
no.017,/us/usc/t8/s1534__s31_k4,LHS,NA,"{""Q0"":""This lays out who is eligible for expenses and who is not.""}"
no.017,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""Pretty much states what happens in the event of a partnership relationship.""}"
no.017,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""Sorry, but I have no idea of how to interpret this one - way out of my realm of intelligence.  ""}"
no.017,/us/usc/t49/s31315__s142_k3,HLM,NA,"{""Q0"":""The article plainly describes two possible options for the apprentice - it's pretty easy to interpret.""}"
no.017,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""The courts are to meet certain guidelines and it's stated how and when.""}"
no.017,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""Mortality tables is a term not familiar to most - apparently pension plans refer to them???""}"
no.017,/us/usc/t12/s1787__s49_k3,LHM,NA,"{""Q0"":""I have no idea what this is even about - it just sounded \""legislative\""""}"
no.017,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""This applies only to the National FIlm registry and pretty much lays out a process to follow.""}"
no.017,/us/usc/t30/s1007__s1_k3,HHS,NA,"{""Q0"":""If someone in the geothermal business can interpret this legislation, then it's right there in black & white.""}"
no.017,/us/usc/t34/s40101__s1_k3,HHS,NA,"{""Q0"":""Strict regulations regarding child abuse cases under the criminal justice dept.""}"
no.017,/us/usc/t51/s20133__s1_k3,HHM,NA,"{""Q0"":""Leaves no doubt as to who may carry a weapon or not.""}"
no.017,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""Pretty much states what funds can and cannot be used as part of America COMPETES""}"
no.018,/us/usc/t11/s303__s55_k3,HHM,NA,"{""Q0"":""It isn't black or white, it only implies what may happen ""}"
no.018,/us/usc/t42/s1862p–2__s10_k3,HLM,NA,"{""Q0"":""There is a clear boundery that cant be crossed under any circomstance""}"
no.018,/us/usc/t2/s179m__s7_k3,LLS,NA,"{""Q0"":""Its very black and white, very particular about lable use. ""}"
no.018,/us/usc/t32/s708__s7_k3,LHM,NA,"{""Q0"":""because once an agent assumes responsiblities of the money he also takes on the liabilty and penalties an officer has. ""}"
no.018,/us/usc/t22/s283z–11__s1_k3,LLM,NA,"{""Q0"":""Its very athoritative that it follow the guidelines of the advand in appropriations act. but how much of 150,000,000 the send is their call""}"
no.018,/us/usc/t28/s2266__s13_k3,LHS,NA,"{""Q0"":""its very clear timing will not let you wiggle out of a judgment, but the writ of mandamus is an option to execute a timely manor""}"
no.018,/us/usc/t46/s3714__s19_k3,LLM,NA,"{""Q0"":""because although person could be contracted to act on bealf of the secretary, only the secratary can issue a certificate""}"
no.018,/us/usc/t29/s1084__s70_k3,LLS,NA,"{""Q0"":""The tables must contain data that the pension plans actually experienced, not predicted data. ""}"
